name, x, y, z
lever1_hinge,166.2078,127.7809, 45.00227
lever1_hinge_world,-1.143852,11.509,16.69683
lever2_hinge,91.52222,79.07796, 42.89085
lever2_hinge_world,6.079581,15.68208,17.80975
ladle_hinge,59.51199,103.6918, 41.71388
ladle_hinge_world,8.922182,13.319,18.24771
ladle_tip,78.80713,121.3531, 42.17394
ladle_tip_world,7.201573,11.82869,17.98261
springhinge2,99.77185,68.07306, 43.19791
springhinge2_world,5.328743,16.73137,17.73555
springhinge1,133.6578,82.61647, 44.20664
springhinge1_world,2.096434,15.60378,17.23755
body_back,217.4126,131.8355, 46.34822
body_back_world,-6.389211,11.234,16.32375
