name, x, y, z
lever1_hinge,161.3723,127.5922, 44.71876
lever1_hinge_world,-1.091868,11.509,17.01402
lever2_hinge,101.3141,70.00229, 40.46785
lever2_hinge_world,5.126062,15.99775,20.48096
ladle_hinge,86.23926,108.2015, 39.17176
ladle_hinge_world,6.469877,12.60819,21.23023
ladle_tip,104.6547,124.7772, 40.31667
ladle_tip_world,4.790748,11.36088,20.294
springhinge2,103.6654,55.52124, 40.68617
springhinge2_world,4.919903,17.27178,20.41295
springhinge1,136.927,78.76518, 43.03249
springhinge1_world,1.598001,15.74353,18.56076
body_back,201.6697,133.0423, 47.78644
body_back_world,-5.87881,11.234,14.83729
