name, x, y, z
lever1_hinge,166.1904,133.4686, 44.92465
lever1_hinge_world,-1.121663,11.509,16.76886
lever2_hinge,102.0348,71.4071, 42.75457
lever2_hinge_world,5.204247,16.84775,18.2893
ladle_hinge,63.23043,79.15495, 41.17081
ladle_hinge_world,8.688606,15.84068,19.12677
ladle_tip,66.83643,105.4266, 41.09407
ladle_tip_world,8.345752,13.57629,19.04436
springhinge2,113.6828,65.27744, 43.24279
springhinge2_world,4.113726,17.50553,18.06936
springhinge1,141.8954,83.13354, 44.28158
springhinge1_world,1.350331,16.09631,17.40518
body_back,215.3517,137.8671, 46.67984
body_back_world,-6.318028,11.234,15.96216
