name, x, y, z
lever1_hinge,167.1501,117.1973, 45.05944
lever1_hinge_world,-1.172501,11.509,16.62564
lever2_hinge,80.58246,96.41106, 43.05256
lever2_hinge_world,7.051845,13.20438,17.18863
ladle_hinge,66.89731,135.2777, 42.51713
ladle_hinge_world,8.254456,9.682553,17.27095
ladle_tip,92.08485,138.5864, 43.08386
ladle_tip_world,5.984053,9.412519,17.11553
springhinge2,81.73184,82.20076, 43.11873
springhinge2_world,6.959606,14.49301,17.22341
springhinge1,122.1103,85.08702, 44.07632
springhinge1_world,3.209074,14.38033,16.96667
body_back,220.1499,120.8853, 45.97221
body_back_world,-6.430631,11.234,16.69671
