name, x, y, z
lever1_hinge,169.2153,132.9102, 44.84934
lever1_hinge_world,-1.109703,11.509,16.82036
lever2_hinge,104.3683,72.81049, 42.24446
lever2_hinge_world,5.324916,16.57147,18.76926
ladle_hinge,65.0724,76.44069, 40.49194
ladle_hinge_world,8.82783,15.89304,19.83021
ladle_tip,56.5791,101.2412, 39.94809
ladle_tip_world,9.51738,13.71756,20.03906
springhinge2,116.4292,67.9158, 42.79988
springhinge2_world,4.196404,17.12588,18.47029
springhinge1,143.8395,83.23769, 43.98593
springhinge1_world,1.502244,15.98576,17.6543
body_back,216.8369,137.5205, 46.85814
body_back_world,-6.250326,11.234,15.71267
