name, x, y, z
lever1_hinge,160.5062,127.4186, 44.83632
lever1_hinge_world,-1.097446,11.509,16.89853
lever2_hinge,89.3531,82.07089, 40.92445
lever2_hinge_world,5.994299,15.03848,19.74125
ladle_hinge,99.37488,124.3125, 41.17542
ladle_hinge_world,5.053998,11.45657,19.36433
ladle_tip,119.9467,115.368, 42.41448
ladle_tip_world,3.100657,12.36386,18.58134
springhinge2,82.87329,68.31282, 40.622
springhinge2_world,6.591314,16.14911,20.02474
springhinge1,128.6155,83.54803, 43.12899
springhinge1_world,2.251682,15.30631,18.2852
body_back,205.2144,132.4206, 47.34752
body_back_world,-6.122156,11.234,15.34764
