name, x, y, z
lever1_hinge,163.1422,124.3088, 44.86742
lever1_hinge_world,-1.104502,11.509,16.8484
lever2_hinge,91.28314,76.5668, 41.42311
lever2_hinge_world,5.997745,15.33571,19.24538
ladle_hinge,82.13058,117.6967, 40.7156
ladle_hinge_world,6.792589,11.70906,19.51363
ladle_tip,102.3792,132.7543, 41.58931
ladle_tip_world,4.953677,10.49045,18.89301
springhinge2,91.13591,61.74651, 41.46898
springhinge2_world,6.025019,16.62675,19.29785
springhinge1,131.4889,79.44534, 43.4082
springhinge1_world,2.172785,15.44568,17.99774
body_back,209.6562,129.0823, 47.0955
body_back_world,-6.207819,11.234,15.57988
