name, x, y, z
lever1_hinge,160.2049,125.6193, 44.95895
lever1_hinge_world,-1.119318,11.509,16.77797
lever2_hinge,85.64827,79.31894, 41.99994
lever2_hinge_world,6.163702,15.30878,18.60837
ladle_hinge,96.16308,120.3516, 42.14919
ladle_hinge_world,5.17763,11.72793,18.36054
ladle_tip,119.2205,126.6189, 43.08724
ladle_tip_world,3.00262,11.25641,17.81391
springhinge2,78.81852,66.08917, 41.7664
springhinge2_world,6.794558,16.41873,18.80919
springhinge1,127.0449,81.42664, 43.72532
springhinge1_world,2.252368,15.43319,17.66763
body_back,208.9165,130.1018, 46.83349
body_back_world,-6.307057,11.234,15.91753
