name, x, y, z
lever1_hinge,170.9371,121.0064, 45.07616
lever1_hinge_world,-1.190452,11.509,16.58826
lever2_hinge,87.14011,89.46745, 43.6464
lever2_hinge_world,6.761612,14.25914,16.76867
ladle_hinge,51.9635,110.187, 42.85809
ladle_hinge_world,9.916483,12.28481,16.84025
ladle_tip,65.29611,132.0272, 42.96487
ladle_tip_world,8.708938,10.33727,16.81286
springhinge2,96.82732,79.50633, 43.85495
springhinge2_world,5.879068,15.20304,16.78966
springhinge1,129.715,83.63293, 44.46686
springhinge1_world,2.792747,14.926,16.71964
body_back,224.8718,124.4632, 45.70934
body_back_world,-6.439857,11.234,16.89927
