name, x, y, z
lever1_hinge,164.5798,117.7184, 45.09529
lever1_hinge_world,-1.179226,11.509,16.61112
lever2_hinge,79.29182,91.1244, 43.25546
lever2_hinge_world,6.921941,13.75245,17.02242
ladle_hinge,83.26035,132.008, 43.10828
ladle_hinge_world,6.537539,10.05,17.00291
ladle_tip,106.2401,141.9267, 43.56958
ladle_tip_world,4.422828,9.173484,16.89554
springhinge2,74.3895,77.62579, 43.18193
springhinge2_world,7.379035,14.9596,17.08668
springhinge1,121.5078,82.72305, 44.23508
springhinge1_world,3.005857,14.66809,16.86465
body_back,217.8272,121.3509, 45.94465
body_back_world,-6.435287,11.234,16.77482
