name, x, y, z
lever1_hinge,159.7786,125.918, 44.79604
lever1_hinge_world,-1.093495,11.509,16.94388
lever2_hinge,92.21574,76.7421, 40.65308
lever2_hinge_world,5.723855,15.318,20.08178
ladle_hinge,98.8455,119.9921, 40.76242
ladle_hinge_world,5.093037,11.66094,19.79143
ladle_tip,120.5065,124.5279, 42.09274
ladle_tip_world,3.025334,11.39517,18.8397
springhinge2,86.95325,62.31686, 40.3844
springhinge2_world,6.214964,16.48228,20.35296
springhinge1,130.3196,80.41837, 43.02023
springhinge1_world,2.052411,15.43747,18.43702
body_back,202.797,131.1075, 47.54299
body_back_world,-6.034176,11.234,15.14315
