name, x, y, z
lever1_hinge,165.7665,120.1374, 44.93626
lever1_hinge_world,-1.124707,11.509,16.75759
lever2_hinge,85.29799,86.65599, 41.89595
lever2_hinge_world,6.66074,14.17363,18.5233
ladle_hinge,72.45324,126.5555, 41.18419
ladle_hinge_world,7.774261,10.63066,18.77584
ladle_tip,95.65909,136.8945, 41.98543
ladle_tip_world,5.697768,9.783196,18.3049
springhinge2,86.26008,72.0825, 41.97647
springhinge2_world,6.586892,15.46366,18.54859
springhinge1,126.8246,81.63638, 43.51068
springhinge1_world,2.788215,14.88305,17.68707
body_back,215.2355,124.4863, 46.6442
body_back_world,-6.331011,11.234,16.01775
