name, x, y, z
lever1_hinge,168.343,123.6694, 44.95527
lever1_hinge_world,-1.134608,11.509,16.72433
lever2_hinge,92.57092,77.57384, 42.53911
lever2_hinge_world,6.205474,15.39121,18.09646
ladle_hinge,68.45012,110.3151, 41.51342
ladle_hinge_world,8.338475,12.36671,18.49519
ladle_tip,75.42393,135.7468, 41.57636
ladle_tip_world,7.705872,10.16725,18.37694
springhinge2,97.6805,64.49455, 42.76174
springhinge2_world,5.748231,16.59923,18.05269
springhinge1,134.5826,79.56104, 43.97226
springhinge1_world,2.242662,15.47134,17.39737
body_back,218.8507,127.8412, 46.44287
body_back_world,-6.36538,11.234,16.18395
