name, x, y, z
lever1_hinge,164.3411,113.5692, 44.75635
lever1_hinge_world,-1.094229,11.509,16.93307
lever2_hinge,88.4183,88.73697, 40.08577
lever2_hinge_world,6.439064,13.18143,20.29218
ladle_hinge,91.99578,132.9524, 40.08664
ladle_hinge_world,6.102921,9.477264,20.14229
ladle_tip,109.9919,149.9023, 41.05042
ladle_tip_world,4.452269,8.068218,19.40626
springhinge2,84.03787,73.84183, 39.85904
springhinge2_world,6.837255,14.39067,20.51462
springhinge1,126.1761,78.87798, 42.34244
springhinge1_world,2.910053,14.36809,18.76348
body_back,207.8634,118.6908, 47.41903
body_back_world,-6.056041,11.234,15.19141
