name, x, y, z
lever1_hinge,165.4985,122.2762, 44.92482
lever1_hinge_world,-1.120476,11.509,16.77342
lever2_hinge,86.99275,84.56488, 41.84457
lever2_hinge_world,6.505752,14.535,18.64828
ladle_hinge,70.47266,122.8043, 40.96505
ladle_hinge_world,7.942572,11.11929,19.00151
ladle_tip,94.09474,132.1657, 41.82214
ladle_tip_world,5.837576,10.37566,18.48401
springhinge2,89.29642,70.2511, 41.98388
springhinge2_world,6.310424,15.81254,18.64248
springhinge1,128.4586,81.82368, 43.52744
springhinge1_world,2.621521,15.06298,17.73559
body_back,214.4838,126.6998, 46.72274
body_back_world,-6.312588,11.234,15.93978
