name, x, y, z
lever1_hinge,168.0974,116.9061, 44.93619
lever1_hinge_world,-1.131367,11.509,16.73471
lever2_hinge,86.75573,84.23308, 42.0971
lever2_hinge_world,6.710118,14.13544,18.29805
ladle_hinge,77.96751,125.2128, 41.57269
ladle_hinge_world,7.47191,10.49499,18.44993
ladle_tip,87.98514,149.417, 41.78548
ladle_tip_world,6.567778,8.396927,18.26968
springhinge2,86.27103,69.60579, 42.1172
springhinge2_world,6.765539,15.42557,18.35091
springhinge1,128.5175,78.78741, 43.59407
springhinge1_world,2.82036,14.86379,17.56437
body_back,218.3023,121.1309, 46.49194
body_back_world,-6.355288,11.234,16.1317
