name, x, y, z
lever1_hinge,161.1705,131.9898, 45.07303
lever1_hinge_world,-1.157061,11.509,16.66184
lever2_hinge,93.28609,73.1981, 43.52039
lever2_hinge_world,5.421363,16.70623,17.39958
ladle_hinge,72.82317,107.4501, 42.64035
ladle_hinge_world,7.264101,13.47855,17.60624
ladle_tip,95.11069,119.572, 43.17874
ladle_tip_world,5.222986,12.46206,17.37733
springhinge2,97.03568,59.91553, 43.70331
springhinge2_world,5.085368,17.95418,17.40316
springhinge1,134.666,82.88704, 44.64541
springhinge1_world,1.47242,16.04021,16.99798
body_back,213.1425,135.9106, 46.26035
body_back_world,-6.413334,11.234,16.50506
