name, x, y, z
lever1_hinge,156.4882,132.9001, 45.04506
lever1_hinge_world,-1.137812,11.509,16.71446
lever2_hinge,91.37257,71.20044, 43.13418
lever2_hinge_world,5.237898,16.88808,17.83113
ladle_hinge,97.00974,111.9367, 42.9877
ladle_hinge_world,4.686328,13.20803,17.73453
ladle_tip,120.3516,117.5983, 43.79509
ladle_tip_world,2.465657,12.79675,17.34559
springhinge2,86.1341,57.70868, 43.01713
springhinge2_world,5.739548,18.07208,17.96062
springhinge1,131.9169,82.75314, 44.50527
springhinge1_world,1.340965,16.11208,17.19023
body_back,206.9647,137.1157, 46.59178
body_back_world,-6.374413,11.234,16.23385
