name, x, y, z
lever1_hinge,165.0331,113.8484, 45.03093
lever1_hinge_world,-1.158055,11.509,16.65937
lever2_hinge,79.05117,92.43843, 42.65871
lever2_hinge_world,7.035306,13.21185,17.55395
ladle_hinge,89.39013,132.8195, 42.74084
ladle_hinge_world,6.08005,9.615613,17.44965
ladle_tip,108.2284,149.4724, 43.17976
ladle_tip_world,4.342469,8.133512,17.25994
springhinge2,72.09596,79.57677, 42.49097
springhinge2_world,7.670492,14.33194,17.66455
springhinge1,120.5219,81.33849, 43.8404
springhinge1_world,3.203581,14.38431,17.17683
body_back,217.1694,117.7281, 46.17612
body_back_world,-6.414763,11.234,16.51798
