name, x, y, z
lever1_hinge,163.621,120.1345, 45.10265
lever1_hinge_world,-1.177593,11.509,16.61458
lever2_hinge,81.06228,85.61021, 43.33688
lever2_hinge_world,6.68471,14.48025,17.047
ladle_hinge,87.57005,126.0871, 43.23425
ladle_hinge_world,6.066702,10.80966,17.01301
ladle_tip,108.1263,140.3806, 43.62261
ladle_tip_world,4.164119,9.536466,16.90837
springhinge2,75.35281,72.43202, 43.24562
springhinge2_world,7.217051,15.65581,17.11734
springhinge1,123.7999,81.32056, 44.33585
springhinge1_world,2.702438,15.03599,16.86904
body_back,216.7619,123.7926, 45.98238
body_back_world,-6.434299,11.234,16.75612
