name, x, y, z
lever1_hinge,161.2365,129.0931, 44.79337
lever1_hinge_world,-1.093917,11.509,16.93744
lever2_hinge,102.5646,64.88011, 41.41086
lever2_hinge_world,4.901581,16.75792,19.64557
ladle_hinge,89.63138,103.6349, 40.34801
ladle_hinge_world,6.068558,13.2627,20.17268
ladle_tip,99.7894,128.4127, 40.76788
ladle_tip_world,5.129848,11.21554,19.74867
springhinge2,104.0236,50.41943, 41.56166
springhinge2_world,4.777895,18.04434,19.63469
springhinge1,139.2254,77.95227, 43.63659
springhinge1_world,1.272356,16.06084,18.05126
body_back,204.534,134.2483, 47.49146
body_back_world,-6.047275,11.234,15.17187
