name, x, y, z
lever1_hinge,168.9008,122.7167, 44.71031
lever1_hinge_world,-1.092503,11.509,16.96326
lever2_hinge,101.4837,75.02382, 40.46957
lever2_hinge_world,5.723545,15.16683,20.27882
ladle_hinge,75.40401,104.9147, 38.75663
ladle_hinge_world,7.991044,12.42855,21.38181
ladle_tip,74.46439,133.0585, 38.54272
ladle_tip_world,8.049685,10.13779,21.41033
springhinge2,107.6657,62.52879, 40.88256
springhinge2_world,5.165196,16.31027,20.05281
springhinge1,139.1432,77.7617, 42.84923
springhinge1_world,2.090957,15.3669,18.5574
body_back,211.3769,127.9283, 47.47121
body_back_world,-5.993586,11.234,15.05738
