name, x, y, z
lever1_hinge,166.0768,129.6707, 44.8879
lever1_hinge_world,-1.112217,11.509,16.80832
lever2_hinge,99.79502,71.10161, 42.22956
lever2_hinge_world,5.445711,16.43382,18.69801
ladle_hinge,67.75518,93.83005, 40.67744
ladle_hinge_world,8.293669,14.18171,19.51865
ladle_tip,74.5499,119.8981, 40.76873
ladle_tip_world,7.679741,11.98089,19.34175
springhinge2,108.1795,60.61005, 42.64618
springhinge2_world,4.672651,17.45373,18.51792
springhinge1,139.7065,80.56613, 43.96373
springhinge1_world,1.597646,15.92913,17.63185
body_back,213.9949,134.2484, 46.866
body_back_world,-6.267368,11.234,15.77035
