name, x, y, z
lever1_hinge,161.9353,129.638, 44.93746
lever1_hinge_world,-1.116778,11.509,16.78829
lever2_hinge,95.79991,70.33624, 42.4034
lever2_hinge_world,5.413404,16.53095,18.51104
ladle_hinge,77.81202,106.4347, 41.36745
ladle_hinge_world,7.019215,13.19955,18.93467
ladle_tip,95.61894,125.2294, 41.96758
ladle_tip_world,5.398858,11.63638,18.5072
springhinge2,98.75539,56.54303, 42.59595
springhinge2_world,5.152186,17.79639,18.48453
springhinge1,135.9144,80.29022, 44.07924
springhinge1_world,1.54959,15.96919,17.53412
body_back,210.378,134.1551, 46.84777
body_back_world,-6.294085,11.234,15.86716
