name, x, y, z
lever1_hinge,160.2787,128.9801, 44.82479
lever1_hinge_world,-1.096069,11.509,16.91163
lever2_hinge,99.10292,67.03204, 41.48753
lever2_hinge_world,5.104017,16.57657,19.50197
ladle_hinge,89.76842,107.5116, 40.65607
ladle_hinge_world,5.937048,12.9653,19.85
ladle_tip,105.7995,127.5379, 41.41994
ladle_tip_world,4.449449,11.33663,19.2285
springhinge2,99.23102,52.30182, 41.55796
springhinge2_world,5.106496,17.86816,19.54744
springhinge1,136.7027,78.63492, 43.64664
springhinge1_world,1.414635,15.98783,18.00502
body_back,204.5103,134.0374, 47.40298
body_back_world,-6.097749,11.234,15.288
