name, x, y, z
lever1_hinge,160.1072,130.8732, 45.10506
lever1_hinge_world,-1.166604,11.509,16.63896
lever2_hinge,85.91806,80.52029, 43.47015
lever2_hinge_world,5.969555,15.92963,17.24258
ladle_hinge,89.14059,121.149, 43.22005
ladle_hinge_world,5.643386,12.22165,17.21499
ladle_tip,112.9182,115.8633, 43.90626
ladle_tip_world,3.428363,12.77875,17.02763
springhinge2,81.34859,66.99274, 43.41766
springhinge2_world,6.405486,17.14379,17.3206
springhinge1,128.3478,85.08987, 44.55831
springhinge1_world,1.961604,15.71375,16.94471
body_back,212.6003,134.6862, 46.16559
body_back_world,-6.425198,11.234,16.62569
