name, x, y, z
lever1_hinge,167.4875,113.6349, 45.06931
lever1_hinge_world,-1.181684,11.509,16.60597
lever2_hinge,80.60322,93.13797, 43.24421
lever2_hinge_world,7.054008,13.20321,16.97228
ladle_hinge,76.23232,133.9707, 42.94706
ladle_hinge_world,7.427442,9.499617,16.98889
ladle_tip,93.84885,152.181, 43.22921
ladle_tip_world,5.820994,7.866822,16.91743
springhinge2,78.4845,79.00046, 43.22885
springhinge2_world,7.257435,14.47851,17.02237
springhinge1,122.175,81.68971, 44.16806
springhinge1_world,3.207199,14.37971,16.84222
body_back,220.942,117.2176, 45.85765
body_back_world,-6.436613,11.234,16.80267
