name, x, y, z
lever1_hinge,159.915,124.2877, 44.83967
lever1_hinge_world,-1.097553,11.509,16.89758
lever2_hinge,86.7323,83.76582, 40.76292
lever2_hinge_world,6.17127,14.60046,19.80245
ladle_hinge,103.8821,123.3174, 41.44816
ladle_hinge_world,4.577655,11.29726,19.16558
ladle_tip,125.7633,121.3353, 42.72644
ladle_tip_world,2.466811,11.58801,18.32202
springhinge2,77.96626,71.52826, 40.32402
springhinge2_world,6.964407,15.55482,20.16356
springhinge1,126.0727,82.48347, 42.97361
springhinge1_world,2.44718,15.09511,18.35833
body_back,204.6401,129.2896, 47.3549
body_back_world,-6.123886,11.234,15.35196
