name, x, y, z
lever1_hinge,162.173,126.9688, 44.79488
lever1_hinge_world,-1.094494,11.509,16.92958
lever2_hinge,95.69443,74.47122, 40.91879
lever2_hinge_world,5.608084,15.65125,19.88733
ladle_hinge,81.50697,113.6044, 39.83788
ladle_hinge_world,6.85401,12.18691,20.43714
ladle_tip,103.2211,124.548, 41.00896
ladle_tip_world,4.889708,11.38569,19.57033
springhinge2,97.49274,59.86301, 41.07971
springhinge2_world,5.456831,16.93458,19.8654
springhinge1,133.9339,80.13963, 43.20299
springhinge1_world,1.909939,15.58991,18.30021
body_back,205.7815,132.0865, 47.44734
body_back_world,-6.062985,11.234,15.20706
