name, x, y, z
lever1_hinge,167.0286,129.8633, 44.87214
lever1_hinge_world,-1.110441,11.509,16.81674
lever2_hinge,101.1403,71.00266, 42.17753
lever2_hinge_world,5.418314,16.44965,18.76518
ladle_hinge,67.7919,91.48911, 40.56174
ladle_hinge_world,8.382035,14.37834,19.64968
ladle_tip,69.97537,118.3246, 40.45735
ladle_tip_world,8.167843,12.09759,19.58575
springhinge2,110.0968,61.12851, 42.62293
springhinge2_world,4.590054,17.42047,18.56078
springhinge1,140.8804,80.64372, 43.93664
springhinge1_world,1.581656,15.93569,17.66296
body_back,214.7009,134.472, 46.88626
body_back_world,-6.255529,11.234,15.72998
