name, x, y, z
lever1_hinge,165.8303,122.377, 44.75874
lever1_hinge_world,-1.093932,11.509,16.93723
lever2_hinge,94.3441,81.95784, 40.4488
lever2_hinge_world,6.060287,14.54523,20.16671
ladle_hinge,69.19418,113.9411, 38.85916
ladle_hinge_world,8.223959,11.67803,21.14341
ladle_tip,90.38567,128.4679, 39.93958
ladle_tip_world,6.390433,10.58032,20.31574
springhinge2,100.0734,68.92532, 40.81647
springhinge2_world,5.551296,15.71872,19.98193
springhinge1,132.7452,80.55244, 42.76281
springhinge1_world,2.406323,15.06801,18.56226
body_back,209.2301,127.5031, 47.41966
body_back_world,-6.047706,11.234,15.17283
