name, x, y, z
lever1_hinge,167.9863,113.1877, 44.66027
lever1_hinge_world,-1.091767,11.509,17.00349
lever2_hinge,96.3528,86.35645, 39.54662
lever2_hinge_world,6.14053,13.27908,20.92673
ladle_hinge,80.67992,126.5757, 38.38506
ladle_hinge_world,7.485497,9.885697,21.65632
ladle_tip,89.36806,153.0806, 38.80922
ladle_tip_world,6.730419,7.761107,21.24672
springhinge2,98.75569,71.30328, 39.72015
springhinge2_world,5.936394,14.55364,20.86264
springhinge1,132.4169,77.4183, 42.02517
springhinge1_world,2.728514,14.42008,19.12249
body_back,208.8435,118.5644, 47.63405
body_back_world,-5.903635,11.234,14.88243
