name, x, y, z
lever1_hinge,170.5639,116.8421, 44.72507
lever1_hinge_world,-1.094902,11.509,16.92452
lever2_hinge,94.80884,89.14714, 40.27026
lever2_hinge_world,6.415731,13.44953,20.18886
ladle_hinge,59.86042,108.8479, 38.34745
ladle_hinge_world,9.374199,11.592,21.47469
ladle_tip,70.29121,135.1108, 38.74659
ladle_tip_world,8.500446,9.507741,21.09493
springhinge2,104.3939,79.37483, 40.80684
springhinge2_world,5.559495,14.36054,19.86142
springhinge1,132.9554,80.80374, 42.4752
springhinge1_world,2.838826,14.51015,18.67894
body_back,214.5536,121.8892, 47.2826
body_back_world,-6.072938,11.234,15.22979
