name, x, y, z
lever1_hinge,171.9903,122.3254, 44.9067
lever1_hinge_world,-1.129507,11.509,16.74088
lever2_hinge,92.7332,84.48972, 42.20714
lever2_hinge_world,6.533411,14.6075,18.32522
ladle_hinge,55.17387,100.742, 40.82868
ladle_hinge_world,9.818239,12.99351,19.00436
ladle_tip,58.88312,127.283, 40.78888
ladle_tip_world,9.477135,10.72845,18.93384
springhinge2,103.4215,75.76779, 42.6
springhinge2_world,5.564793,15.44832,18.16682
springhinge1,134.5704,81.8297, 43.70321
springhinge1_world,2.613323,15.09855,17.55659
body_back,222.133,126.5494, 46.45285
body_back_world,-6.349019,11.234,16.10083
