name, x, y, z
lever1_hinge,165.8772,117.7621, 44.76222
lever1_hinge_world,-1.094778,11.509,16.92603
lever2_hinge,93.04745,79.60135, 40.44744
lever2_hinge_world,6.163451,14.35627,20.09499
ladle_hinge,87.01247,122.6399, 39.88471
ladle_hinge_world,6.679441,10.67669,20.32027
ladle_tip,97.69756,147.2342, 40.34723
ladle_tip_world,5.717292,8.639628,19.90019
springhinge2,91.94051,64.33488, 40.41899
springhinge2_world,6.275221,15.64042,20.18852
springhinge1,131.7142,76.91818, 42.71546
springhinge1_world,2.502454,14.97452,18.54132
body_back,209.6961,122.8438, 47.37106
body_back_world,-6.069995,11.234,15.22303
