name, x, y, z
lever1_hinge,167.4088,129.0099, 44.85253
lever1_hinge_world,-1.107149,11.509,16.83352
lever2_hinge,99.16724,74.18506, 41.86898
lever2_hinge_world,5.652635,16.03501,18.9903
ladle_hinge,62.61518,88.6842, 40.11694
ladle_hinge_world,8.86994,14.46927,20.01682
ladle_tip,70.16731,114.957, 40.25797
ladle_tip_world,8.20002,12.28814,19.80308
springhinge2,109.556,65.99667, 42.38081
springhinge2_world,4.694555,16.86168,18.72765
springhinge1,139.1043,81.30688, 43.72548
springhinge1_world,1.814991,15.75974,17.8089
body_back,214.5378,133.6899, 46.95426
body_back_world,-6.230867,11.234,15.65009
