name, x, y, z
lever1_hinge,163.776,116.3352, 45.01702
lever1_hinge_world,-1.147433,11.509,16.6869
lever2_hinge,79.30088,90.72424, 42.42852
lever2_hinge_world,6.935033,13.5545,17.83617
ladle_hinge,91.11897,130.9279, 42.57292
ladle_hinge_world,5.844481,9.998805,17.6811
ladle_tip,112.6997,143.3145, 43.17717
ladle_tip_world,3.84514,8.915468,17.39681
springhinge2,71.89986,78.0092, 42.22971
springhinge2_world,7.60938,14.64843,17.97346
springhinge1,121.0236,81.69464, 43.74923
springhinge1_world,3.072439,14.56519,17.32835
body_back,215.1711,120.3614, 46.33903
body_back_world,-6.396774,11.234,16.37481
