name, x, y, z
lever1_hinge,161.6433,121.7141, 44.92853
lever1_hinge_world,-1.115101,11.509,16.79542
lever2_hinge,81.22453,91.68927, 41.44806
lever2_hinge_world,6.697251,13.80418,18.92389
ladle_hinge,99.98199,129.8811, 42.01255
ladle_hinge_world,4.972695,10.539,18.45404
ladle_tip,122.2954,123.0373, 43.04881
ladle_tip_world,2.863466,11.22654,17.87938
springhinge2,71.77736,80.13934, 41.07903
springhinge2_world,7.546148,14.73944,19.19767
springhinge1,122.0462,84.80659, 43.24663
springhinge1_world,2.899691,14.69479,17.93174
body_back,209.847,126.2654, 46.88826
body_back_world,-6.284818,11.234,15.8326
