name, x, y, z
lever1_hinge,162.7743,123.3292, 44.76399
lever1_hinge_world,-1.092871,11.509,16.95508
lever2_hinge,92.5683,81.72919, 40.31936
lever2_hinge_world,5.969343,14.62145,20.31201
ladle_hinge,85.80009,124.6327, 39.65081
ladle_hinge_world,6.548183,10.95463,20.58715
ladle_tip,108.4997,127.4803, 41.01205
ladle_tip_world,4.481689,10.82606,19.60487
springhinge2,91.79383,66.43604, 40.31903
springhinge2_world,6.053438,15.90828,20.39738
springhinge1,130.5399,80.98767, 42.71861
springhinge1_world,2.343266,15.10538,18.6338
body_back,205.4271,128.5449, 47.5409
body_back_world,-6.010933,11.234,15.09346
