name, x, y, z
lever1_hinge,158.3335,129.6324, 44.89792
lever1_hinge_world,-1.104265,11.509,16.8498
lever2_hinge,97.11178,65.68379, 42.0788
lever2_hinge_world,5.03688,16.87343,18.93317
ladle_hinge,99.55283,107.705, 41.87752
ladle_hinge_world,4.786674,13.16041,18.84829
ladle_tip,113.9092,128.6651, 42.45295
ladle_tip_world,3.418229,11.38175,18.38404
springhinge2,93.13599,51.36414, 41.94009
springhinge2_world,5.421669,18.0949,19.107
springhinge1,135.5441,78.63533, 43.98748
springhinge1_world,1.282325,16.10636,17.70274
body_back,204.6945,134.445, 47.17569
body_back_world,-6.205583,11.234,15.57327
