name, x, y, z
lever1_hinge,166.6975,131.972, 44.84325
lever1_hinge_world,-1.104786,11.509,16.84673
lever2_hinge,105.1446,68.41058, 42.16225
lever2_hinge_world,5.054264,16.85965,18.9126
ladle_hinge,71.37424,86.65503, 40.41232
ladle_hinge_world,8.077343,14.93894,19.92661
ladle_tip,67.72406,113.0824, 40.04708
ladle_tip_world,8.363729,12.66726,20.02267
springhinge2,114.3791,59.1817, 42.65645
springhinge2_world,4.190154,17.78851,18.66601
springhinge1,143.6404,81.07922, 43.99622
springhinge1_world,1.293969,16.10097,17.69457
body_back,213.3715,136.7151, 47.01971
body_back_world,-6.210459,11.234,15.58772
