name, x, y, z
lever1_hinge,164.4082,130.6844, 44.71321
lever1_hinge_world,-1.091763,11.509,16.99751
lever2_hinge,108.1226,66.1275, 41.0072
lever2_hinge_world,4.749995,16.70271,20.11687
ladle_hinge,78.37505,87.14426, 38.89324
ladle_hinge_world,7.416058,14.52975,21.54048
ladle_tip,81.69243,115.0998, 38.90301
ladle_tip_world,7.108622,12.26472,21.37632
springhinge2,115.9674,56.09126, 41.58688
springhinge2_world,4.007888,17.70131,19.76708
springhinge1,143.2373,79.39217, 43.42486
springhinge1_world,1.229158,16.0388,18.28331
body_back,205.4425,136.0556, 47.67228
body_back_world,-5.917484,11.234,14.90816
