name, x, y, z
lever1_hinge,168.3367,127.1294, 44.94715
lever1_hinge_world,-1.131633,11.509,16.73384
lever2_hinge,93.43178,79.82294, 42.51333
lever2_hinge_world,6.140635,15.4921,18.17613
ladle_hinge,55.92361,95.13089, 41.11743
ladle_hinge_world,9.450377,13.92015,18.83254
ladle_tip,69.12979,118.3134, 41.3955
ladle_tip_world,8.283684,11.9613,18.60115
springhinge2,104.1526,71.4039, 42.9167
springhinge2_world,5.160534,16.3206,18.02355
springhinge1,135.2678,82.51814, 43.98291
springhinge1_world,2.185037,15.51766,17.43343
body_back,218.5775,131.3467, 46.48691
body_back_world,-6.356155,11.234,16.13606
