name, x, y, z
lever1_hinge,161.811,118.1031, 45.08526
lever1_hinge_world,-1.166636,11.509,16.63888
lever2_hinge,75.30371,97.75571, 42.85931
lever2_hinge_world,7.061092,13.13759,17.3341
ladle_hinge,100.091,130.8305, 43.31311
ladle_hinge_world,4.778012,10.20388,17.14119
ladle_tip,124.2945,129.0776, 43.97151
ladle_tip_world,2.503233,10.40446,16.94897
springhinge2,64.00279,88.5907, 42.58035
springhinge2_world,8.084323,13.91669,17.4617
springhinge1,116.7682,86.20021, 43.98479
springhinge1_world,3.231963,14.34466,17.0517
body_back,214.345,121.9027, 46.13675
body_back_world,-6.425231,11.234,16.62608
