name, x, y, z
lever1_hinge,171.1961,113.7971, 44.69928
lever1_hinge_world,-1.093887,11.509,16.93788
lever2_hinge,95.20145,90.78346, 40.06492
lever2_hinge_world,6.448017,13.03065,20.34895
ladle_hinge,64.00667,116.9847, 38.27748
ladle_hinge_world,9.087018,10.69241,21.54252
ladle_tip,70.24856,144.7589, 38.48006
ladle_tip_world,8.558899,8.475244,21.30367
springhinge2,103.2258,79.21002, 40.52652
springhinge2_world,5.736483,14.07343,20.07214
springhinge1,132.6342,79.96886, 42.28516
springhinge1_world,2.947484,14.28728,18.81072
body_back,214.7011,118.8963, 47.32109
body_back_world,-6.046381,11.234,15.16989
