name, x, y, z
lever1_hinge,162.4788,124.4468, 45.13122
lever1_hinge_world,-1.184597,11.509,16.59998
lever2_hinge,83.83907,81.28717, 43.66323
lever2_hinge_world,6.31692,15.31436,16.87849
ladle_hinge,84.72256,121.8517, 43.39405
ladle_hinge_world,6.208786,11.59353,16.87447
ladle_tip,106.5944,133.955, 43.78703
ladle_tip_world,4.183505,10.52377,16.79928
springhinge2,79.99512,67.63541, 43.63469
springhinge2_world,6.68377,16.55239,16.93313
springhinge1,126.7352,81.72559, 44.58133
springhinge1_world,2.295411,15.43578,16.77021
body_back,215.9041,128.0364, 45.92827
body_back_world,-6.437943,11.234,16.83523
