name, x, y, z
lever1_hinge,170.1954,116.2103, 44.93605
lever1_hinge_world,-1.136929,11.509,16.71714
lever2_hinge,87.20824,87.55725, 42.21888
lever2_hinge_world,6.835556,13.80004,18.13903
ladle_hinge,66.44315,123.5184, 41.36581
ladle_hinge_world,8.651518,10.56682,18.46291
ladle_tip,76.39616,147.9493, 41.55222
ladle_tip_world,7.765544,8.459242,18.3049
springhinge2,90.99902,73.70905, 42.37495
springhinge2_world,6.503716,15.04898,18.1215
springhinge1,128.8741,80.02443, 43.62222
springhinge1_world,2.964966,14.69265,17.49036
body_back,220.9605,120.3352, 46.36845
body_back_world,-6.372011,11.234,16.22025
