name, x, y, z
lever1_hinge,161.8843,117.6268, 45.05864
lever1_hinge_world,-1.156811,11.509,16.66246
lever2_hinge,75.85641,96.76604, 42.61348
lever2_hinge_world,7.044915,13.15382,17.58842
ladle_hinge,99.61842,130.8275, 43.09802
ladle_hinge_world,4.859648,10.15048,17.34171
ladle_tip,123.8377,131.2002, 43.80715
ladle_tip_world,2.582447,10.15834,17.08462
springhinge2,64.83949,87.15694, 42.31638
springhinge2_world,8.039656,13.96449,17.74199
springhinge1,117.2542,85.41412, 43.84056
springhinge1_world,3.222892,14.35334,17.19818
body_back,213.8497,121.5458, 46.25336
body_back_world,-6.412965,11.234,16.50179
