name, x, y, z
lever1_hinge,162.9688,121.128, 44.96036
lever1_hinge_world,-1.125446,11.509,16.75494
lever2_hinge,81.54768,90.422, 41.85489
lever2_hinge_world,6.74295,13.92227,18.51436
ladle_hinge,90.11878,132.0322, 41.9235
ladle_hinge_world,5.94605,10.29054,18.33617
ladle_tip,114.0266,129.0233, 42.87021
ladle_tip_world,3.732916,10.6206,17.8413
springhinge2,75.2561,76.91516, 41.65726
springhinge2_world,7.317789,15.06716,18.68491
springhinge1,122.9631,83.94855, 43.48014
springhinge1_world,2.891486,14.75543,17.69516
body_back,212.441,125.4849, 46.68139
body_back_world,-6.333972,11.234,16.0309
