name, x, y, z
lever1_hinge,168.5457,133.2016, 44.85306
lever1_hinge_world,-1.109438,11.509,16.82167
lever2_hinge,105.0431,71.41786, 42.30785
lever2_hinge_world,5.203176,16.73274,18.7438
ladle_hinge,66.48845,78.03696, 40.54709
ladle_hinge_world,8.648952,15.79354,19.793
ladle_tip,58.47702,102.999, 40.01711
ladle_tip_world,9.300596,13.60544,19.99142
springhinge2,116.6372,65.60921, 42.85482
springhinge2_world,4.116021,17.3694,18.45563
springhinge1,144.2296,82.93112, 44.04247
springhinge1_world,1.396835,16.05081,17.62767
body_back,216.1066,137.8225, 46.87543
body_back_world,-6.248421,11.234,15.7064
