name, x, y, z
lever1_hinge,160.8411,127.2831, 44.88861
lever1_hinge_world,-1.10529,11.509,16.84381
lever2_hinge,93.29887,71.72984, 41.74693
lever2_hinge_world,5.606391,16.07246,19.07075
ladle_hinge,88.87659,113.5515, 41.23142
ladle_hinge_world,5.98401,12.37138,19.19604
ladle_tip,108.2542,129.373, 42.06651
ladle_tip_world,4.187232,11.07988,18.59987
springhinge2,91.56058,57.00211, 41.72235
springhinge2_world,5.780609,17.34908,19.17175
springhinge1,133.038,79.31339, 43.69106
springhinge1_world,1.784045,15.77597,17.84569
body_back,207.4577,132.0525, 47.11232
body_back_world,-6.215037,11.234,15.60145
