name, x, y, z
lever1_hinge,164.8457,127.2702, 44.91419
lever1_hinge_world,-1.116003,11.509,16.79155
lever2_hinge,93.93134,75.06735, 42.10921
lever2_hinge_world,5.849019,15.84968,18.65653
ladle_hinge,68.51284,106.3055, 40.83777
ladle_hinge_world,8.091531,12.93988,19.25699
ladle_tip,86.42607,125.6057, 41.42858
ladle_tip_world,6.497715,11.34947,18.83023
springhinge2,99.61111,62.33873, 42.40216
springhinge2_world,5.337494,17.03276,18.56201
springhinge1,134.7751,80.62578, 43.82915
springhinge1_world,1.954294,15.67852,17.65611
body_back,213.2582,131.781, 46.81504
body_back_world,-6.289876,11.234,15.85133
