name, x, y, z
lever1_hinge,168.9723,121.558, 44.75046
lever1_hinge_world,-1.095286,11.509,16.92005
lever2_hinge,97.83891,78.1178, 40.68981
lever2_hinge_world,6.006456,14.84434,19.96503
ladle_hinge,69.95943,106.9344, 39.03342
ladle_hinge_world,8.415501,12.20125,20.99795
ladle_tip,74.94006,134.515, 39.13385
ladle_tip_world,7.976784,9.959837,20.80984
springhinge2,104.6004,65.90375, 41.09705
springhinge2_world,5.399454,15.96475,19.74938
springhinge1,136.6486,78.42305, 42.9171
springhinge1_world,2.306973,15.21353,18.42343
body_back,213.0892,126.5952, 47.29596
body_back_world,-6.081636,11.234,15.24994
