name, x, y, z
lever1_hinge,159.7438,127.7767, 44.95662
lever1_hinge_world,-1.117914,11.509,16.78361
lever2_hinge,86.98723,78.40445, 42.05568
lever2_hinge_world,6.010494,15.58708,18.62376
ladle_hinge,95.28314,119.8771, 42.10014
ladle_hinge_world,5.224729,11.95421,18.42092
ladle_tip,118.7997,121.714, 43.10731
ladle_tip_world,3.006574,11.89324,17.84832
springhinge2,80.895,64.84103, 41.8545
springhinge2_world,6.577918,16.7328,18.81258
springhinge1,128.1568,82.30856, 43.79542
springhinge1_world,2.103485,15.5609,17.65754
body_back,208.2735,132.2882, 46.86514
body_back_world,-6.300037,11.234,15.88997
