name, x, y, z
lever1_hinge,159.2098,129.0372, 45.02592
lever1_hinge_world,-1.136112,11.509,16.71965
lever2_hinge,85.08292,79.90361, 42.64292
lever2_hinge_world,6.061635,15.67071,18.02492
ladle_hinge,97.4077,119.7677, 42.77265
ladle_hinge_world,4.901233,12.14006,17.81449
ladle_tip,121.0864,117.8712, 43.65305
ladle_tip_world,2.661578,12.40613,17.40834
springhinge2,77.63681,67.26498, 42.43355
springhinge2_world,6.753725,16.7493,18.1921
springhinge1,127.0255,83.71231, 44.11326
springhinge1_world,2.094951,15.59867,17.34725
body_back,209.6031,133.2559, 46.57755
body_back_world,-6.36973,11.234,16.20757
