name, x, y, z
lever1_hinge,170.2089,115.4736, 44.71045
lever1_hinge_world,-1.09379,11.509,16.9393
lever2_hinge,94.68343,90.31348, 40.08934
lever2_hinge_world,6.410431,13.21249,20.34752
ladle_hinge,61.55635,113.2819, 38.19786
ladle_hinge_world,9.210098,11.11454,21.61905
ladle_tip,73.23154,138.8981, 38.6883
ladle_tip_world,8.234222,9.088943,21.17583
springhinge2,103.5052,79.62471, 40.5995
springhinge2_world,5.625287,14.19063,20.03596
springhinge1,132.278,80.61638, 42.33509
springhinge1_world,2.887974,14.38465,18.79274
body_back,213.6344,120.5837, 47.34718
body_back_world,-6.043505,11.234,15.16355
