name, x, y, z
lever1_hinge,166.3294,120.0717, 45.00317
lever1_hinge_world,-1.146574,11.509,16.68925
lever2_hinge,86.52626,81.047, 42.67423
lever2_hinge_world,6.525854,14.78425,17.80178
ladle_hinge,80.34946,121.9738, 42.2375
ladle_hinge_world,7.058848,11.10101,17.87906
ladle_tip,92.85442,144.5275, 42.47883
ladle_tip_world,5.917915,9.120426,17.71362
springhinge2,85.11333,66.65295, 42.67687
springhinge2_world,6.666821,16.06744,17.86365
springhinge1,128.9516,79.0927, 43.98574
springhinge1_world,2.556786,15.18454,17.26768
body_back,217.7337,124.0886, 46.30916
body_back_world,-6.395035,11.234,16.36271
