name, x, y, z
lever1_hinge,164.1236,120.4879, 45.05943
lever1_hinge_world,-1.161074,11.509,16.652
lever2_hinge,81.67563,86.70889, 42.94223
lever2_hinge_world,6.719989,14.35416,17.44261
ladle_hinge,82.06721,128.0221, 42.69577
ladle_hinge_world,6.658683,10.63226,17.43646
ladle_tip,105.0515,138.0745, 43.25512
ladle_tip_world,4.548417,9.764064,17.22476
springhinge2,77.99156,72.73866, 42.88805
springhinge2_world,7.067228,15.5967,17.51865
springhinge1,124.2013,81.98199, 44.11163
springhinge1_world,2.759101,14.97347,17.08647
body_back,216.4083,124.3353, 46.16459
body_back_world,-6.418821,11.234,16.55671
