name, x, y, z
lever1_hinge,167.3361,117.2508, 45.09117
lever1_hinge_world,-1.186995,11.509,16.59513
lever2_hinge,82.85822,87.64954, 43.48764
lever2_hinge_world,6.829572,14.05917,16.84494
ladle_hinge,75.72737,127.7789, 43.11447
ladle_hinge_world,7.452988,10.38939,16.86436
ladle_tip,90.94839,148.0267, 43.30464
ladle_tip_world,6.060265,8.569988,16.82096
springhinge2,81.70437,73.52322, 43.50422
springhinge2_world,6.946866,15.34546,16.88961
springhinge1,125.3413,80.79501, 44.36756
springhinge1_world,2.879191,14.82518,16.76286
body_back,221.0129,120.7755, 45.80986
body_back_world,-6.438845,11.234,16.86168
