name, x, y, z
lever1_hinge,158.8044,125.6443, 44.75193
lever1_hinge_world,-1.091771,11.509,16.99558
lever2_hinge,92.67917,78.73526, 40.1483
lever2_hinge_world,5.65654,15.03591,20.5806
ladle_hinge,107.0794,120.0349, 40.85485
ladle_hinge_world,4.29714,11.64669,19.85842
ladle_tip,127.6023,120.5311, 42.32965
ladle_tip_world,2.275332,11.74896,18.78434
springhinge2,85.02104,65.60626, 39.67484
springhinge2_world,6.360485,16.03492,21.00099
springhinge1,129.5017,81.04144, 42.71117
springhinge1_world,2.091078,15.30509,18.73289
body_back,199.793,131.0396, 47.75782
body_back_world,-5.921924,11.234,14.91649
