name, x, y, z
lever1_hinge,173.5414,121.4766, 44.9648
lever1_hinge_world,-1.153259,11.509,16.67147
lever2_hinge,92.85135,83.99127, 42.89051
lever2_hinge_world,6.581537,14.68523,17.62835
ladle_hinge,61.33638,109.9336, 41.87858
ladle_hinge_world,9.375472,12.24991,17.97399
ladle_tip,54.97047,135.2122, 41.55739
ladle_tip_world,9.904436,10.02107,18.03943
springhinge2,100.8747,72.59995, 43.14484
springhinge2_world,5.855495,15.75331,17.57984
springhinge1,135.3205,81.20126, 44.06842
springhinge1_world,2.60755,15.1365,17.17804
body_back,225.6322,125.3483, 46.08659
body_back_world,-6.407402,11.234,16.45476
