name, x, y, z
lever1_hinge,167.0331,124.4723, 45.03042
lever1_hinge_world,-1.156541,11.509,16.66314
lever2_hinge,89.81268,79.50499, 43.10175
lever2_hinge_world,6.265557,15.38603,17.50708
ladle_hinge,65.54175,111.9835, 42.2108
ladle_hinge_world,8.42543,12.36428,17.75267
ladle_tip,80.25052,133.3164, 42.46298
ladle_tip_world,7.097791,10.50246,17.60171
springhinge2,94.95079,66.52936, 43.29614
springhinge2_world,5.804832,16.59346,17.49596
springhinge1,132.3666,80.89986, 44.27416
springhinge1_world,2.262952,15.46894,17.09322
body_back,219.1304,128.3526, 46.16901
body_back_world,-6.412566,11.234,16.49826
