name, x, y, z
lever1_hinge,166.4871,114.8854, 45.00958
lever1_hinge_world,-1.153068,11.509,16.67197
lever2_hinge,80.80366,93.21454, 42.54995
lever2_hinge_world,7.023901,13.22224,17.68839
ladle_hinge,75.89278,134.6324, 42.19951
ladle_hinge_world,7.440777,9.523615,17.74021
ladle_tip,97.89325,147.2752, 42.75812
ladle_tip_world,5.447977,8.419448,17.4925
springhinge2,78.90019,78.80389, 42.52811
springhinge2_world,7.206886,14.50001,17.75245
springhinge1,122.2043,82.22443, 43.77775
springhinge1_world,3.196763,14.38985,17.25398
body_back,218.3482,118.8167, 46.21456
body_back_world,-6.407083,11.234,16.45219
