name, x, y, z
lever1_hinge,169.2365,113.1513, 44.95204
lever1_hinge_world,-1.142137,11.509,16.70172
lever2_hinge,84.08993,91.79768, 42.25153
lever2_hinge_world,7.006945,13.15988,18.00486
ladle_hinge,70.54996,131.3819, 41.64965
ladle_hinge_world,8.187926,9.634841,18.19371
ladle_tip,84.53915,153.3418, 41.97102
ladle_tip_world,6.938456,7.72416,17.99391
springhinge2,85.22739,77.31772, 42.31427
springhinge2_world,6.915358,14.44875,18.03173
springhinge1,125.2077,80.57928, 43.58033
springhinge1_world,3.206123,14.35658,17.43858
body_back,220.4003,117.2096, 46.3064
body_back_world,-6.385283,11.234,16.29874
